TQ,DPQ,C,OU,DI,DFT,DFO,RD
1,0,0,2,53,13,13,4
0,3,1,1,15,20,21,10
3,3,3,0,41,13,1,4
4,0,1,1,34,0,43,22
4,3,3,1,42,7,17,8
2,3,0,0,6,6,7,0
0,2,4,3,67,2,0,6
3,0,0,4,26,0,24,6
2,3,3,2,83,10,6,3
3,2,0,1,39,10,35,13
4,2,1,3,50,23,25,11
4,0,2,1,16,22,14,4
1,0,4,4,3,16,6,6
4,0,1,2,98,17,6,15
1,3,4,3,59,18,9,3
0,0,1,4,28,43,24,9
3,2,2,4,10,13,17,2
3,2,1,1,23,42,7,2
4,1,2,3,72,2,6,13
0,3,0,3,1,1,4,14
3,1,4,2,24,36,22,13
4,3,3,0,53,9,2,11
1,2,4,2,35,5,17,2
0,4,0,1,31,13,25,4
1,2,4,0,17,24,24,15
2,1,1,2,16,22,20,16
2,3,0,0,66,16,2,0
2,2,2,0,13,10,0,17
1,4,1,2,3,23,9,11
1,3,2,4,31,37,14,22
3,2,4,4,38,5,17,9
0,3,2,3,17,56,4,50
4,3,3,0,0,22,9,5
4,2,0,4,43,17,10,5
4,1,2,1,51,11,26,0
0,4,2,4,16,0,10,13
0,2,3,3,6,13,29,15
3,1,0,2,8,8,7,40
2,2,2,2,21,13,3,5
3,3,2,1,17,9,4,7
4,2,0,4,31,0,7,6
2,3,3,4,15,2,15,13
1,2,2,2,22,8,10,2
0,2,2,0,37,7,4,5
1,2,3,1,11,41,5,14
0,4,2,0,3,39,21,7
0,0,4,0,35,6,7,1
2,0,0,4,17,37,6,1
4,1,0,3,58,46,21,3
3,4,2,0,44,2,2,2
1,0,0,0,34,26,47,7
4,1,1,0,1,16,1,8
0,1,4,2,47,13,10,3
0,4,1,3,20,1,12,2
0,2,2,3,40,2,9,7
2,2,4,1,8,18,24,7
4,4,0,1,21,15,15,9
0,2,4,1,1,14,12,1
1,3,4,1,9,10,10,2
4,0,4,3,50,22,10,13
3,1,0,4,41,4,3,11
3,1,2,2,3,37,22,1
2,3,4,0,10,16,13,1
2,2,3,0,18,11,2,1
3,0,3,2,60,20,8,6
0,3,1,2,88,1,0,5
4,1,4,4,3,6,8,13
1,2,0,3,18,21,1,18
0,0,3,4,59,13,32,11
0,3,0,3,32,37,31,11
0,2,1,4,20,16,3,2
1,3,0,1,27,12,20,4
4,4,2,4,27,13,23,3
3,0,3,3,7,8,1,19
0,0,3,4,53,31,24,2
3,2,1,3,3,2,20,10
4,0,2,4,50,0,45,11
2,3,4,1,8,32,11,6
0,0,0,0,27,25,28,16
2,4,1,2,12,57,3,13
0,0,0,0,69,4,9,12
3,1,0,1,13,3,61,10
4,1,1,2,4,3,1,3
0,4,3,0,5,14,5,0
0,0,3,2,12,1,3,14
0,4,2,4,8,28,1,12
3,0,2,1,9,18,19,5
0,0,4,1,36,0,24,26
0,0,0,1,23,0,17,29
4,0,4,0,3,16,6,14
3,0,0,1,60,8,3,5
3,4,4,1,11,22,4,1
2,4,3,4,52,6,6,0
0,4,1,3,60,22,0,7
1,1,0,0,22,10,31,5
3,0,2,0,58,24,2,13
0,4,1,1,27,12,0,0
0,2,4,1,22,10,22,14
0,4,1,2,37,4,12,6
4,4,1,1,13,42,2,3
2,2,0,2,27,7,29,1
1,4,4,3,64,23,40,3
0,4,0,3,16,19,15,25
0,4,4,4,32,10,0,3
2,1,0,4,23,9,2,1
2,0,2,3,19,1,28,13
0,1,3,2,17,5,11,7
2,3,2,3,22,35,31,7
3,1,3,1,16,35,2,13
2,4,0,2,30,37,13,9
0,2,3,4,31,51,13,12
0,0,2,3,54,32,1,0
2,1,4,2,15,9,9,20
2,1,2,4,29,0,1,9
4,2,1,4,13,6,40,10
0,1,4,4,34,24,45,25
1,3,3,4,1,6,36,1
0,3,2,2,48,7,33,0
3,1,2,1,53,9,1,1
1,2,4,1,60,7,16,7
1,2,0,1,59,10,10,5
1,2,3,0,33,0,17,7
3,0,1,0,53,18,0,3
0,1,0,1,58,18,1,9
3,2,0,0,20,38,13,7
3,3,0,1,29,45,6,7
2,4,4,4,7,10,13,10
1,2,3,3,21,30,3,13
3,2,0,1,47,5,53,6
3,1,1,4,16,12,21,0
0,1,2,3,19,7,11,3
2,4,3,4,39,16,2,5
1,2,2,2,4,19,9,3
4,1,4,4,68,33,40,0
4,4,2,2,8,32,11,1
2,0,4,4,31,23,6,1
0,0,1,4,12,1,8,2
0,1,2,2,25,18,4,1
3,4,1,2,7,11,12,1
3,4,2,0,1,4,15,7
0,4,3,2,33,7,5,4
1,0,4,4,35,12,0,4
2,3,3,0,47,19,8,0
0,1,4,2,53,24,20,13
0,2,0,1,32,12,15,1
1,0,4,1,58,26,13,9
0,1,2,2,4,9,2,16
1,4,4,2,56,26,4,12
4,1,0,0,38,6,18,6
2,3,3,4,34,1,7,0
3,1,1,2,15,48,11,11
2,1,4,0,34,1,13,12
3,4,0,0,29,36,9,8
3,3,4,4,13,36,6,22
4,3,1,2,37,26,42,8
0,4,0,3,41,8,31,8
1,1,1,2,20,29,15,3
0,3,1,0,56,29,3,4
0,4,3,3,71,1,5,12
2,1,1,4,52,5,1,15
4,3,4,2,53,16,7,1
1,3,3,3,40,8,1,0
0,0,4,0,21,28,0,17
0,1,4,4,25,1,0,33
0,1,3,0,15,17,9,6
4,0,3,4,13,17,22,10
1,2,2,4,41,52,10,11
1,1,0,1,46,26,45,0
1,3,1,2,40,2,10,0
2,4,3,3,64,2,2,2
3,0,0,1,41,10,22,2
0,3,2,2,2,10,38,11
0,2,4,3,30,5,24,2
1,3,4,2,36,30,4,8
0,0,2,4,46,7,2,9
3,4,1,4,15,30,2,1
1,2,0,1,18,5,17,3
4,2,0,1,69,6,5,11
4,3,1,0,27,21,1,4
0,4,3,2,19,19,4,15
1,2,0,1,21,2,18,12
3,2,4,3,8,9,4,0
1,4,4,2,48,13,32,8
0,0,3,1,37,0,3,8
4,3,2,2,7,5,4,8
4,2,4,0,1,3,3,7
1,1,3,0,21,11,1,12
4,4,4,3,1,17,22,25
4,1,3,3,51,11,0,41
1,3,0,1,35,13,13,0
4,1,2,4,16,10,10,12
4,3,1,3,34,31,2,25
3,0,1,2,21,2,6,0
1,1,4,4,19,19,28,18
3,3,2,3,17,2,1,2
4,3,1,3,35,4,14,14
2,4,1,1,16,22,14,0
3,4,4,4,73,2,11,0
4,1,4,4,106,3,11,12
0,0,4,2,19,2,0,7
4,1,4,4,40,0,10,1
4,3,0,4,7,10,49,1
1,4,1,3,64,9,15,1
0,3,1,3,50,14,5,10
0,4,3,3,64,21,49,14
4,4,1,3,22,15,47,2
4,4,1,1,57,4,0,4
0,0,4,2,9,16,3,10
4,2,1,2,11,72,20,22
3,0,3,4,58,34,25,8
4,3,0,1,11,8,26,1
2,4,4,1,8,3,21,0
3,4,0,1,3,5,22,2
1,1,3,2,9,1,7,2
1,4,2,1,26,27,9,0
4,2,4,1,2,1,7,9
4,0,3,4,41,8,15,7
2,1,4,3,17,7,3,2
4,4,0,4,38,1,17,17
0,3,3,4,32,5,10,13
3,2,4,1,58,4,6,17
2,2,2,0,60,31,1,6
0,3,4,3,32,3,1,13
2,3,4,2,9,38,11,10
4,3,1,2,21,19,19,12
4,1,4,3,37,11,15,1
2,3,1,4,10,27,5,0
1,0,0,1,3,5,4,11
1,0,3,2,41,1,17,19
1,4,0,1,54,3,26,6
3,0,0,4,8,20,6,0
2,4,3,1,6,5,0,9
1,1,2,1,14,3,17,9
2,4,3,1,4,0,8,1
0,3,2,2,42,22,5,8
1,3,2,2,37,7,31,8
2,4,4,1,13,5,5,3
0,2,3,3,30,12,29,30
3,1,1,4,20,11,2,4
4,4,1,1,50,49,3,9
1,0,2,3,25,33,0,7
3,0,1,2,29,6,9,1
0,3,0,3,33,22,9,19
4,0,1,3,57,19,34,9
1,2,1,2,27,16,17,7
4,1,3,3,13,28,3,7
1,2,2,2,36,32,14,28
4,3,2,2,2,9,2,12
4,3,1,1,40,0,19,2
3,0,2,3,39,7,1,8
1,2,1,2,20,6,17,13
4,4,3,2,47,7,4,12
4,2,1,4,11,1,0,8
1,1,3,3,35,25,5,0
2,0,0,4,31,2,5,12
3,0,3,4,13,32,26,54
2,0,4,1,10,34,3,1
1,2,4,1,53,6,7,1
0,0,0,4,51,26,19,22
3,3,1,3,34,17,16,13
2,3,4,3,51,6,7,28
2,2,3,0,27,40,18,4
4,2,2,3,25,20,2,7
4,3,0,2,52,4,22,5
4,3,3,4,23,17,18,4
2,0,4,0,54,12,47,22
4,3,1,2,82,10,6,1
0,1,2,3,9,2,17,3
0,0,4,3,33,18,13,37
0,2,3,4,34,1,45,0
4,2,2,3,6,0,33,0
0,1,4,4,20,2,22,1
4,2,2,3,7,17,4,12
3,4,4,3,58,28,4,12
1,2,3,1,3,20,29,13
1,0,4,4,35,44,1,3
4,4,4,3,7,11,9,3
4,2,1,0,31,5,12,4
0,3,4,4,28,5,5,9
3,3,1,4,71,11,0,14
2,0,0,2,59,47,18,3
1,1,0,4,82,76,4,2
3,3,0,0,44,9,12,7
3,1,0,4,5,19,5,1
2,0,4,3,1,8,12,5
2,3,4,3,41,16,4,3
0,1,3,2,58,5,7,2
4,0,0,3,9,3,9,11
3,1,4,2,17,6,25,16
4,0,0,4,30,8,5,3
4,2,2,4,29,34,8,5
2,3,4,3,3,0,4,2
0,1,4,4,68,12,15,0
2,1,3,3,61,11,2,6
1,0,3,0,5,16,18,5
3,0,0,3,2,26,11,13
1,1,2,1,77,13,1,3
3,4,1,3,42,25,42,22
0,4,4,0,30,2,45,11
1,4,4,4,6,14,39,7
4,1,2,2,2,7,2,2
4,2,2,1,4,3,0,9
3,1,1,0,41,3,27,5
3,4,0,4,11,26,4,5
2,4,2,2,20,6,4,2
1,2,0,0,55,30,6,2
0,4,4,3,31,5,3,7
0,2,1,1,11,20,9,21
1,2,0,0,85,0,52,3
4,2,0,2,28,1,24,16
0,2,4,1,52,6,5,19
0,0,2,0,12,22,56,3
2,4,2,2,22,32,9,1
3,0,4,4,21,8,9,13
3,1,1,0,5,14,0,3
0,2,4,1,2,44,30,2
4,1,1,2,51,2,3,4
1,0,4,4,30,11,9,4
2,4,4,3,54,25,19,2
3,3,2,4,20,15,13,13
1,1,0,1,39,4,3,21
1,4,2,1,2,39,4,0
3,2,0,2,71,3,5,7
3,1,3,4,12,2,22,7
4,4,4,0,69,19,2,3
2,4,0,1,0,45,2,3
2,1,0,4,38,17,6,12
0,1,4,3,0,23,43,1
0,3,3,4,5,2,32,24
1,1,4,3,21,23,11,8
0,4,1,4,18,28,12,23
4,0,0,2,21,26,6,6
1,2,2,1,71,14,9,6
4,2,2,4,54,0,1,32
1,4,0,4,26,24,35,19
4,1,4,1,92,4,7,4
2,0,0,2,10,9,5,3
1,2,2,1,45,9,0,4
1,3,3,2,33,5,34,8
3,1,4,1,30,19,16,8
0,3,4,1,16,12,9,19
3,3,1,4,0,9,1,11
0,1,1,0,3,1,1,6
1,4,3,0,35,16,44,1
1,3,3,1,98,14,12,7
2,4,2,0,75,7,17,18
2,1,2,4,1,12,1,0
2,2,2,1,8,9,7,0
3,1,1,2,37,5,22,2
0,3,2,3,36,0,4,2
4,3,1,4,63,48,15,1
3,4,0,3,3,3,9,2
1,1,4,2,25,1,3,16
2,1,4,4,18,2,3,3
3,2,4,1,19,7,8,19
0,0,0,3,8,6,3,9
3,1,4,3,14,7,24,5
2,3,2,2,34,9,24,11
1,0,0,2,36,6,4,9
4,2,1,4,30,7,8,11
1,4,4,2,8,39,24,9
2,2,4,1,25,19,6,2
0,1,2,3,62,12,6,1
3,0,4,1,75,53,1,0
4,0,1,4,21,8,0,13
3,3,1,3,55,0,24,0
4,4,3,2,15,5,2,6
4,4,0,2,70,1,9,1
3,2,0,0,44,0,13,0
1,1,0,1,15,6,10,14
0,3,3,0,35,16,7,0
3,4,0,1,8,25,1,9
4,4,0,4,4,10,33,36
1,3,2,2,24,3,17,11
1,1,3,0,31,8,10,11
4,1,2,2,19,40,57,13
0,1,2,1,2,42,1,4
0,3,1,4,12,10,22,3
0,0,3,3,6,3,16,17
0,1,4,1,45,31,25,6
2,0,1,1,35,12,1,21
1,0,1,3,41,41,15,5
2,3,4,2,5,1,15,15
1,1,4,4,33,41,3,11
2,0,3,2,58,10,6,8
1,4,4,2,5,10,1,3
0,4,4,4,21,0,12,0
1,3,0,3,89,2,11,1
1,0,4,3,25,18,23,12
2,2,4,3,14,4,5,6
4,2,1,4,39,10,0,0
0,0,2,3,9,12,3,13
0,0,3,4,94,15,6,21
2,4,0,1,31,15,72,5
1,2,1,1,39,7,14,0
4,3,2,2,25,36,25,16
3,3,2,0,23,8,37,8
3,2,0,4,22,14,16,7
0,2,4,0,17,15,3,2
1,1,3,0,29,11,1,2
2,2,0,3,13,42,1,18
4,2,2,2,28,1,13,14
2,4,3,1,47,0,3,13
4,0,4,1,24,3,5,9
3,4,3,1,35,0,1,1
2,0,1,0,46,1,5,7
2,0,1,0,18,16,5,5
2,0,0,3,59,0,0,24
1,3,3,0,38,46,14,2
3,0,4,0,48,3,16,2
3,2,4,2,21,26,20,0
3,3,1,2,42,24,7,24
4,4,2,3,20,10,20,37
3,4,4,2,15,19,8,4
3,2,0,4,41,18,18,0
0,4,3,4,44,12,4,38
4,2,4,2,26,29,4,13
1,3,1,2,36,0,19,13
1,3,4,4,25,2,11,3
0,1,1,0,14,20,10,19
3,4,3,2,2,27,7,6
2,3,4,4,19,10,4,15
4,4,2,2,57,20,15,3
2,1,4,4,3,7,6,6
2,0,2,3,48,2,6,27
4,2,3,0,32,0,3,13
4,0,4,3,23,2,2,1
1,3,3,1,72,4,9,0
2,2,2,3,19,7,46,0
2,1,0,2,6,17,7,1
2,3,1,2,32,19,8,4
0,1,1,1,13,18,22,16
4,3,2,1,52,3,19,5
0,3,4,4,55,7,19,2
3,0,1,4,9,13,37,14
1,2,4,3,31,30,10,5
2,4,0,1,20,13,20,16
2,0,4,1,6,1,31,25
4,0,1,4,12,4,0,1
1,4,2,3,15,10,26,4
3,0,3,3,47,16,3,9
1,1,1,4,0,33,3,11
4,3,2,1,1,11,20,4
1,0,1,2,56,10,2,4
3,4,0,4,13,28,9,34
3,0,1,4,35,10,12,0
4,1,2,0,33,9,8,11
3,1,3,4,54,19,5,9
1,1,3,3,39,4,4,1
3,3,4,0,50,2,33,7
0,4,2,2,19,11,6,16
2,0,1,0,15,8,10,2
0,1,2,1,4,3,22,0
0,3,0,1,23,4,12,6
0,2,3,4,24,3,37,12
0,1,2,3,65,25,30,4
3,4,2,1,54,34,18,7
1,3,1,2,42,6,12,0
0,0,2,4,54,9,18,9
2,0,1,3,56,2,10,1
3,0,2,2,27,4,9,9
3,1,4,3,9,4,0,8
2,2,3,2,34,7,12,15
1,4,4,3,1,6,7,4
2,3,3,4,18,5,15,8
2,0,2,3,12,20,1,1
3,2,3,1,41,30,15,6
4,4,4,4,42,8,5,3
4,1,4,4,56,5,24,3
0,4,0,4,21,0,4,1
1,4,3,0,21,9,14,2
1,0,0,0,19,4,46,7
3,3,1,1,19,8,39,0
0,3,2,4,18,0,53,6
1,2,1,2,16,19,16,5
3,0,3,0,24,0,22,22
2,1,0,2,48,37,27,3
3,2,4,4,21,34,12,6
3,4,1,4,2,35,27,4
2,3,0,0,48,18,18,3
0,3,2,4,14,7,1,2
0,0,2,3,8,18,18,30
0,1,1,2,33,8,3,4
4,0,4,2,6,24,0,0
3,4,2,4,6,32,6,3
2,3,1,0,52,16,6,4
0,0,4,4,20,22,9,10
4,1,1,3,33,43,6,0
0,3,2,1,32,15,13,6
3,0,1,0,88,8,9,10
1,2,3,1,53,7,7,9
4,2,2,2,10,4,5,12
3,2,1,0,62,4,2,17
1,3,0,4,15,2,21,9
2,0,0,0,37,7,9,15
2,3,1,2,6,26,4,1
1,4,2,1,40,8,10,16
1,1,4,0,5,8,10,2
3,2,1,3,22,23,8,0
4,0,0,1,26,1,1,3
1,4,4,0,15,5,10,3
2,0,4,4,61,26,22,5
3,4,0,0,14,21,18,6
4,4,4,0,9,18,12,5
0,4,3,1,67,22,0,0
2,4,4,2,55,5,14,9
2,0,1,4,34,24,16,19
3,0,2,4,22,2,15,2
0,3,2,4,29,32,6,15
3,1,2,2,60,9,39,0
0,0,3,3,73,29,6,4
0,1,3,4,7,9,13,1
3,1,0,1,31,64,40,6
2,4,3,1,22,9,27,1
4,3,2,4,43,8,4,5
3,0,4,2,11,15,26,3
1,4,2,3,8,6,18,17
0,0,1,2,14,20,0,3
1,2,0,2,7,6,1,2
4,0,1,0,42,3,37,15
4,4,0,4,13,16,0,9
3,2,0,1,22,0,3,30
2,0,2,4,2,9,19,2
4,4,1,4,23,17,16,17
4,1,2,3,34,22,33,25
3,0,3,4,7,6,6,3
1,4,2,3,13,22,2,2
1,1,2,4,7,22,10,2
2,1,4,0,40,5,38,2
1,1,3,3,117,0,14,11
1,4,1,1,56,6,7,4
4,1,3,1,10,18,45,4
3,3,2,0,0,24,36,5
4,4,0,2,52,15,1,14
3,2,0,2,38,20,3,14
3,0,1,4,56,20,21,5
3,1,4,1,38,5,0,4
4,3,3,4,59,35,14,5
2,2,2,3,10,10,24,6
4,0,1,0,14,2,20,13
0,3,3,4,31,31,5,10
1,4,2,4,45,1,13,0
2,3,3,3,34,43,11,9
2,0,4,1,0,5,9,10
1,2,1,1,31,33,14,4
4,2,0,1,41,1,22,5
4,1,4,4,15,10,2,7
3,4,4,0,24,11,6,15
0,0,0,3,24,27,13,1
3,2,3,1,4,19,44,22
1,3,1,4,4,19,1,2
2,1,1,1,9,0,21,5
2,4,4,4,44,1,9,12
2,2,3,0,15,20,3,2
1,2,4,1,20,0,58,5
2,1,3,0,12,2,18,0
2,1,4,1,44,29,53,9
4,0,1,3,10,11,0,2
1,2,1,0,26,3,6,3
0,1,4,0,34,11,1,16
1,0,0,4,34,11,22,15
2,0,4,1,56,41,2,21
0,0,1,1,81,3,2,8
2,1,2,4,9,31,5,2
0,1,2,3,13,22,2,0
4,2,2,3,63,11,15,14
1,4,2,1,5,5,7,3
2,1,4,4,0,3,9,1
4,0,0,4,55,18,8,10
1,4,4,1,11,24,6,1
0,4,2,4,10,33,6,12
1,2,4,3,42,29,6,1
0,2,3,3,38,24,9,2
1,2,3,4,51,0,15,0
4,0,0,2,17,31,1,25
3,0,1,0,10,40,3,0
3,3,4,2,8,18,9,4
0,1,2,1,7,7,5,9
0,1,4,4,32,10,18,1
1,0,0,0,1,17,2,24
4,2,1,1,47,1,3,1
2,3,3,3,8,0,2,10
1,0,3,2,29,26,5,5
0,0,4,2,0,20,6,6
3,4,4,1,8,32,18,1
4,1,0,2,30,2,27,19
1,4,1,0,49,12,8,18
4,0,0,4,67,60,14,8
3,3,0,4,59,13,19,0
2,1,3,1,42,37,14,17
4,0,0,0,0,17,5,2
3,2,0,4,0,15,18,2
4,3,0,1,27,21,7,3
0,2,2,4,27,5,1,15
3,4,1,4,78,15,15,11
0,2,2,3,12,24,5,15
2,2,0,4,8,7,2,14
3,3,0,1,46,29,22,1
3,0,0,0,26,17,29,2
1,4,0,1,17,19,44,28
3,2,0,1,53,3,24,2
2,2,1,0,4,6,7,6
2,1,3,3,32,21,14,2
1,3,2,1,50,8,6,21
0,2,4,0,0,20,16,7
1,4,3,0,26,58,3,0
0,1,4,4,42,90,20,1
4,3,0,1,42,5,11,7
1,0,4,0,5,2,30,17
2,2,4,4,70,11,29,0
4,4,3,4,25,1,25,0
2,3,0,3,33,5,18,14
1,4,2,1,52,3,3,5
1,0,3,2,20,11,11,5
2,3,0,3,14,21,0,2
2,2,3,3,21,9,6,1
3,0,4,4,28,4,18,0
4,0,1,2,22,4,22,18
4,3,4,2,12,4,0,19
4,1,1,3,60,13,0,3
4,0,0,0,19,3,40,7
2,4,4,4,10,6,14,11
3,3,3,4,5,9,2,12
2,2,1,1,13,5,1,9
1,0,4,1,27,7,7,1
2,3,0,2,51,6,3,3
4,2,1,4,11,10,14,7
1,0,3,4,14,7,8,2
0,1,0,1,9,0,1,6
0,1,4,3,7,3,18,4
1,4,2,0,24,2,34,0
4,4,4,1,17,20,31,0
1,2,4,1,16,2,36,3
0,1,3,2,29,3,3,5
2,3,2,0,68,4,9,8
1,4,0,2,97,21,4,2
0,2,3,1,13,10,18,4
4,0,3,1,42,18,36,15
2,2,4,4,45,3,3,10
4,4,3,3,50,17,1,6
2,2,4,4,41,33,54,10
3,1,4,2,10,3,7,8
2,4,3,3,38,37,2,2
2,4,3,4,24,4,7,13
0,3,4,1,55,36,12,5
2,0,4,2,50,7,41,8
0,2,2,4,16,10,21,16
2,3,2,1,5,7,6,3
1,0,4,0,34,5,15,20
1,4,1,1,100,7,40,10
0,2,1,2,24,3,36,5
1,4,1,0,64,11,2,7
3,1,4,4,50,51,23,5
4,4,4,1,18,35,1,22
1,3,2,2,43,17,0,6
4,0,3,1,42,11,9,10
0,0,4,1,22,9,18,12
4,1,0,3,65,49,4,7
4,1,4,1,19,3,5,18
1,4,0,3,43,1,6,5
1,1,4,1,25,58,0,4
2,1,1,3,74,6,1,11
3,4,2,0,7,11,23,8
0,0,0,0,32,25,60,7
3,2,1,3,18,5,1,1
2,1,4,2,18,3,13,10
1,2,4,2,36,16,20,9
4,2,1,3,40,19,25,0
0,3,0,1,4,15,11,0
4,3,3,2,5,23,7,19
4,1,1,4,24,12,21,16
1,1,1,1,29,4,5,8
0,3,3,1,30,24,20,8
3,0,3,2,13,6,25,9
2,1,2,4,2,27,3,14
3,4,3,4,12,4,30,23
2,1,1,2,31,1,4,8
1,4,4,0,9,7,3,12
0,3,3,2,11,6,69,3
4,0,4,2,4,8,26,21
2,4,2,3,7,7,14,15
3,3,4,1,66,6,0,3
1,0,2,0,18,21,19,30
3,4,1,4,62,0,24,5
1,2,4,1,1,14,3,31
0,0,3,4,29,29,7,11
3,3,1,1,16,11,11,1
4,2,4,3,19,7,13,8
3,1,3,0,3,31,6,27
0,4,0,0,2,1,11,7
1,2,4,1,22,6,3,8
3,0,2,2,35,4,24,0
2,0,2,2,38,1,3,1
4,2,3,2,34,26,19,2
3,4,3,4,19,11,22,8
2,2,4,2,44,21,25,17
2,2,0,1,12,14,20,12
2,1,1,2,27,2,1,4
0,2,2,2,3,8,3,1
4,3,2,4,4,6,0,2
1,0,3,1,41,41,24,2
4,0,3,4,16,9,9,3
1,1,3,2,67,17,10,3
3,1,4,4,60,6,0,13
0,3,1,3,8,8,36,1
0,1,1,3,0,2,12,20
4,0,2,1,58,24,2,20
2,3,3,4,46,7,2,13
4,1,1,2,59,29,0,20
4,3,3,1,25,1,0,16
1,2,3,3,48,11,1,6
3,2,1,1,57,19,0,4
2,4,2,4,2,31,2,0
3,1,0,1,12,4,32,11
4,4,2,1,43,29,3,20
0,4,3,2,41,12,31,5
4,1,3,3,25,14,1,19
1,4,2,0,20,12,15,11
0,0,4,4,13,26,22,11
1,2,2,0,36,28,15,9
4,2,3,2,17,9,7,10
4,1,0,0,4,25,16,1
3,2,1,3,50,6,0,7
4,1,2,0,73,11,28,5
3,4,3,1,2,14,6,2
2,0,4,1,4,4,39,4
1,4,3,0,11,12,22,7
4,1,3,0,48,13,7,4
0,1,3,2,53,12,1,23
1,3,3,2,40,45,1,7
4,4,3,0,42,0,16,0
2,3,1,1,50,4,22,3
1,4,4,1,11,1,5,2
3,2,3,2,5,2,32,5
1,4,0,0,0,5,31,5
0,4,4,1,37,50,43,3
0,0,2,4,29,17,11,21
1,1,3,4,13,6,39,4
1,1,4,2,15,12,8,9
4,0,2,2,36,23,2,5
2,3,3,2,31,34,18,36
1,3,2,3,1,6,28,1
3,1,4,0,63,12,3,4
3,0,2,1,18,17,11,9
2,0,2,1,25,27,1,0
1,2,3,2,28,15,1,10
2,2,2,3,24,7,1,2
3,2,1,0,21,6,17,4
2,1,4,1,57,17,11,18
2,3,0,2,4,4,9,39
3,1,2,0,12,6,5,0
1,3,0,3,37,1,1,4
2,0,4,0,9,13,16,5
3,4,4,4,5,5,29,0
0,4,1,2,49,12,1,24
1,4,4,3,21,32,6,25
4,3,3,4,67,21,28,0
3,1,4,3,3,37,12,8
0,3,0,1,4,15,6,9
4,0,0,2,26,4,61,15
1,4,0,2,30,6,7,9
2,0,1,4,4,0,0,30
0,2,3,4,22,46,6,13
3,1,3,3,24,10,61,0
2,4,0,2,60,2,3,0
2,0,0,1,11,52,9,1
3,0,2,0,17,11,1,13
4,4,2,4,41,9,10,19
3,0,2,1,71,14,12,3
2,3,4,3,14,29,1,18
1,0,2,1,0,13,2,2
3,0,2,0,1,6,37,5
4,0,1,2,12,25,3,2
2,4,4,4,2,8,6,5
2,2,1,4,18,22,18,13
3,0,2,4,11,16,3,6
2,1,1,1,63,31,17,6
1,2,2,0,24,3,20,23
0,0,2,3,73,3,15,6
1,2,3,4,48,4,24,2
4,2,2,0,78,12,7,6
3,1,1,1,27,15,15,5
4,1,2,1,17,29,33,3
3,3,2,4,45,11,3,5
1,4,2,0,0,26,3,5
4,4,4,1,14,11,8,7
1,4,4,2,54,41,2,3
4,4,4,0,12,4,1,6
2,4,3,1,15,53,21,20
2,0,0,1,28,6,37,15
0,4,2,4,77,0,5,20
1,2,2,0,31,5,39,3
1,3,0,3,20,3,1,19
2,0,4,0,3,30,29,6
4,1,2,4,10,25,1,4
0,1,0,0,14,31,6,0
4,3,0,4,53,44,3,16
0,4,4,4,19,1,7,5
4,3,1,4,0,45,4,7
3,0,1,2,13,0,4,1
0,4,4,4,44,0,15,18
1,3,1,2,0,34,19,1
2,1,1,0,79,4,19,4
2,0,4,3,15,13,6,7
3,4,2,0,27,3,0,11
2,4,2,0,78,15,9,10
0,3,1,0,14,27,30,42
2,4,4,2,31,17,1,0
3,1,2,3,32,0,20,14
3,2,0,1,55,13,30,2
0,0,2,0,31,9,1,21
1,3,0,3,32,22,18,7
3,2,0,3,117,3,10,3
2,2,2,4,21,23,0,13
3,0,0,1,47,2,2,14
3,2,1,1,20,2,3,9
2,2,2,2,15,28,16,7
4,3,2,3,15,1,13,9
3,4,4,3,61,11,23,0
4,3,4,2,5,0,34,3
0,4,3,3,38,57,6,13
2,4,3,3,31,3,11,3
4,4,4,1,41,0,32,2
0,3,3,1,29,6,56,9
2,2,0,1,12,10,0,7
4,4,2,3,0,18,42,1
0,3,2,0,25,29,26,4
4,0,3,3,42,18,6,7
4,4,2,1,34,12,11,3
1,3,2,1,33,1,33,3
3,3,4,1,9,2,7,8
1,3,1,4,47,6,38,1
0,0,2,1,29,3,0,19
4,2,1,2,18,41,2,27
0,1,1,1,12,4,0,6
0,3,4,2,19,19,3,0
0,4,2,3,21,6,1,3
1,4,4,2,11,14,18,0
0,2,4,2,21,2,8,19
2,1,0,2,27,5,25,12
0,4,2,1,13,17,20,0
4,4,3,2,33,57,11,3
4,3,3,3,22,33,8,5
4,4,0,0,10,44,3,0
4,4,3,4,10,60,7,13
3,4,4,2,33,9,23,1
1,2,1,4,8,12,2,8
1,1,0,3,15,10,4,1
3,0,0,2,16,20,12,4
4,2,2,4,24,20,48,9
4,1,4,3,5,3,12,1
3,3,3,4,19,2,3,5
2,1,4,1,32,23,7,3
0,1,3,0,12,20,34,2
4,4,1,1,43,5,2,8
0,3,2,4,10,11,13,13
4,2,4,1,35,10,8,10
2,1,0,0,4,41,9,10
4,1,4,3,1,12,6,4
1,1,0,0,7,31,15,16
4,1,4,2,28,26,2,5
4,1,0,0,6,0,1,0
1,1,4,2,6,1,19,2
1,1,3,4,48,18,8,7
4,0,1,4,9,19,19,2
2,3,4,1,47,15,0,12
3,3,2,1,10,2,16,5
3,2,0,3,25,33,2,8
2,4,1,3,31,6,1,38
1,0,2,4,35,1,17,16
1,4,3,1,62,38,13,2
4,3,1,0,24,2,10,12
2,3,0,0,1,7,20,3
